Image #0
Detection Time,173.297,,Keypoints,1438
Description Time,0.651109,,Matched Keypoints,0

Image #1
Detection Time,133.863,,Keypoints,1371
Description Time,0.959482,,Matched Keypoints,63

Image #2
Detection Time,119.492,,Keypoints,1380
Description Time,0.784525,,Matched Keypoints,72

Image #3
Detection Time,120.892,,Keypoints,1335
Description Time,0.898025,,Matched Keypoints,64

Image #4
Detection Time,119.489,,Keypoints,1305
Description Time,0.825272,,Matched Keypoints,66

Image #5
Detection Time,120.326,,Keypoints,1369
Description Time,0.895361,,Matched Keypoints,52

Image #6
Detection Time,122.871,,Keypoints,1396
Description Time,0.862313,,Matched Keypoints,57

Image #7
Detection Time,121.027,,Keypoints,1382
Description Time,0.883659,,Matched Keypoints,72

Image #8
Detection Time,122.533,,Keypoints,1463
Description Time,0.900923,,Matched Keypoints,67

Image #9
Detection Time,122.322,,Keypoints,1422
Description Time,0.826635,,Matched Keypoints,84

