Image #0
Detection Time,17.2872,,Keypoints,115
Description Time,0.519254,,Matched Keypoints,0

Image #1
Detection Time,15.4898,,Keypoints,98
Description Time,0.917169,,Matched Keypoints,12

Image #2
Detection Time,15.6406,,Keypoints,113
Description Time,0.460816,,Matched Keypoints,10

Image #3
Detection Time,11.8375,,Keypoints,121
Description Time,1.04005,,Matched Keypoints,14

Image #4
Detection Time,18.6325,,Keypoints,160
Description Time,1.06018,,Matched Keypoints,15

Image #5
Detection Time,28.6489,,Keypoints,383
Description Time,0.705726,,Matched Keypoints,16

Image #6
Detection Time,11.5379,,Keypoints,85
Description Time,1.00647,,Matched Keypoints,16

Image #7
Detection Time,18.7391,,Keypoints,210
Description Time,1.04704,,Matched Keypoints,15

Image #8
Detection Time,14.8174,,Keypoints,171
Description Time,0.526289,,Matched Keypoints,23

Image #9
Detection Time,16.9353,,Keypoints,281
Description Time,1.15399,,Matched Keypoints,21

