Image #0
Detection Time,88.4999,,Keypoints,1351
Description Time,9.69138,,Matched Keypoints,0

Image #1
Detection Time,93.9426,,Keypoints,1327
Description Time,8.87409,,Matched Keypoints,130

Image #2
Detection Time,68.275,,Keypoints,1311
Description Time,8.82386,,Matched Keypoints,129

Image #3
Detection Time,99.6763,,Keypoints,1351
Description Time,11.9799,,Matched Keypoints,128

Image #4
Detection Time,95.6821,,Keypoints,1360
Description Time,13.207,,Matched Keypoints,115

Image #5
Detection Time,69.2233,,Keypoints,1347
Description Time,10.0647,,Matched Keypoints,132

Image #6
Detection Time,71.4897,,Keypoints,1363
Description Time,8.87915,,Matched Keypoints,132

Image #7
Detection Time,71.0346,,Keypoints,1331
Description Time,8.81771,,Matched Keypoints,137

Image #8
Detection Time,70.8152,,Keypoints,1358
Description Time,8.76806,,Matched Keypoints,137

Image #9
Detection Time,71.1669,,Keypoints,1331
Description Time,8.71247,,Matched Keypoints,146

