Image #0
Detection Time,17.15,,Keypoints,1370
Description Time,39.8501,,Matched Keypoints,0

Image #1
Detection Time,17.5879,,Keypoints,1301
Description Time,41.792,,Matched Keypoints,90

Image #2
Detection Time,13.5405,,Keypoints,1361
Description Time,34.9717,,Matched Keypoints,88

Image #3
Detection Time,11.8523,,Keypoints,1358
Description Time,35.0911,,Matched Keypoints,87

Image #4
Detection Time,11.8512,,Keypoints,1333
Description Time,35.6441,,Matched Keypoints,89

Image #5
Detection Time,11.338,,Keypoints,1284
Description Time,34.9429,,Matched Keypoints,83

Image #6
Detection Time,11.5122,,Keypoints,1322
Description Time,34.86,,Matched Keypoints,78

Image #7
Detection Time,11.4076,,Keypoints,1366
Description Time,34.7241,,Matched Keypoints,81

Image #8
Detection Time,11.1828,,Keypoints,1389
Description Time,37.7107,,Matched Keypoints,86

Image #9
Detection Time,11.1855,,Keypoints,1339
Description Time,34.737,,Matched Keypoints,84

