Image #0
Detection Time,38.3241,,Keypoints,2757
Description Time,38.5402,,Matched Keypoints,0

Image #1
Detection Time,37.9038,,Keypoints,2777
Description Time,38.2569,,Matched Keypoints,160

Image #2
Detection Time,36.8165,,Keypoints,2741
Description Time,37.7722,,Matched Keypoints,178

Image #3
Detection Time,36.8062,,Keypoints,2735
Description Time,36.0775,,Matched Keypoints,156

Image #4
Detection Time,36.4098,,Keypoints,2757
Description Time,35.8701,,Matched Keypoints,173

Image #5
Detection Time,46.3187,,Keypoints,2695
Description Time,42.5262,,Matched Keypoints,160

Image #6
Detection Time,42.4164,,Keypoints,2715
Description Time,37.077,,Matched Keypoints,183

Image #7
Detection Time,37.5978,,Keypoints,2628
Description Time,36.1407,,Matched Keypoints,169

Image #8
Detection Time,35.1346,,Keypoints,2639
Description Time,35.537,,Matched Keypoints,179

Image #9
Detection Time,36.1014,,Keypoints,2672
Description Time,35.3889,,Matched Keypoints,168

