Image #0
Detection Time,88.0334,,Keypoints,1351
Description Time,41.5421,,Matched Keypoints,0

Image #1
Detection Time,84.68,,Keypoints,1327
Description Time,35.3403,,Matched Keypoints,126

Image #2
Detection Time,88.5694,,Keypoints,1311
Description Time,38.2268,,Matched Keypoints,128

Image #3
Detection Time,66.6212,,Keypoints,1351
Description Time,34.8192,,Matched Keypoints,128

Image #4
Detection Time,63.2196,,Keypoints,1360
Description Time,38.4425,,Matched Keypoints,121

Image #5
Detection Time,60.6139,,Keypoints,1347
Description Time,35.2772,,Matched Keypoints,123

Image #6
Detection Time,64.9083,,Keypoints,1363
Description Time,35.4914,,Matched Keypoints,132

Image #7
Detection Time,64.954,,Keypoints,1331
Description Time,35.1884,,Matched Keypoints,145

Image #8
Detection Time,64.1497,,Keypoints,1358
Description Time,35.445,,Matched Keypoints,148

Image #9
Detection Time,60.1254,,Keypoints,1331
Description Time,35.287,,Matched Keypoints,137

