Image #0
Detection Time,38.111,,Keypoints,2757
Description Time,3.40392,,Matched Keypoints,0

Image #1
Detection Time,36.4428,,Keypoints,2777
Description Time,3.04716,,Matched Keypoints,171

Image #2
Detection Time,38.0954,,Keypoints,2741
Description Time,3.15402,,Matched Keypoints,176

Image #3
Detection Time,37.0151,,Keypoints,2735
Description Time,2.92666,,Matched Keypoints,157

Image #4
Detection Time,36.8317,,Keypoints,2757
Description Time,3.30742,,Matched Keypoints,176

Image #5
Detection Time,40.7877,,Keypoints,2695
Description Time,3.0976,,Matched Keypoints,174

Image #6
Detection Time,36.6689,,Keypoints,2715
Description Time,3.10315,,Matched Keypoints,188

Image #7
Detection Time,36.1817,,Keypoints,2628
Description Time,3.07197,,Matched Keypoints,173

Image #8
Detection Time,42.0859,,Keypoints,2639
Description Time,2.90917,,Matched Keypoints,171

Image #9
Detection Time,36.4132,,Keypoints,2672
Description Time,2.78021,,Matched Keypoints,184

