Image #0
Detection Time,147.828,,Keypoints,1438
Description Time,36.5075,,Matched Keypoints,0

Image #1
Detection Time,127.819,,Keypoints,1371
Description Time,37.6191,,Matched Keypoints,58

Image #2
Detection Time,121.988,,Keypoints,1380
Description Time,35.4115,,Matched Keypoints,63

Image #3
Detection Time,124.986,,Keypoints,1335
Description Time,39.5836,,Matched Keypoints,53

Image #4
Detection Time,124.239,,Keypoints,1305
Description Time,35.0953,,Matched Keypoints,63

Image #5
Detection Time,120.686,,Keypoints,1369
Description Time,35.1194,,Matched Keypoints,50

Image #6
Detection Time,125.162,,Keypoints,1396
Description Time,35.7139,,Matched Keypoints,50

Image #7
Detection Time,124.062,,Keypoints,1382
Description Time,35.1123,,Matched Keypoints,46

Image #8
Detection Time,120.424,,Keypoints,1463
Description Time,35.4542,,Matched Keypoints,52

Image #9
Detection Time,126.025,,Keypoints,1422
Description Time,35.5194,,Matched Keypoints,65

