Image #0
Detection Time,82.9431,,Keypoints,1351
Description Time,23.9147,,Matched Keypoints,0

Image #1
Detection Time,71.3267,,Keypoints,1327
Description Time,23.3012,,Matched Keypoints,134

Image #2
Detection Time,65.7636,,Keypoints,1311
Description Time,23.4382,,Matched Keypoints,134

Image #3
Detection Time,68.4351,,Keypoints,1351
Description Time,23.8712,,Matched Keypoints,130

Image #4
Detection Time,67.3326,,Keypoints,1360
Description Time,23.9057,,Matched Keypoints,136

Image #5
Detection Time,67.0127,,Keypoints,1347
Description Time,23.893,,Matched Keypoints,137

Image #6
Detection Time,67.7247,,Keypoints,1363
Description Time,24.3042,,Matched Keypoints,147

Image #7
Detection Time,68.5525,,Keypoints,1331
Description Time,24.2726,,Matched Keypoints,147

Image #8
Detection Time,65.2579,,Keypoints,1358
Description Time,24.3204,,Matched Keypoints,154

Image #9
Detection Time,68.2783,,Keypoints,1331
Description Time,24.5065,,Matched Keypoints,151

