Image #0
Detection Time,16.0379,,Keypoints,7822
Description Time,15.8825,,Matched Keypoints,0

Image #1
Detection Time,16.825,,Keypoints,7684
Description Time,15.9301,,Matched Keypoints,570

Image #2
Detection Time,16.4182,,Keypoints,7612
Description Time,17.5782,,Matched Keypoints,595

Image #3
Detection Time,12.801,,Keypoints,7783
Description Time,14.0924,,Matched Keypoints,538

Image #4
Detection Time,12.7875,,Keypoints,7797
Description Time,13.9652,,Matched Keypoints,577

Image #5
Detection Time,13.5383,,Keypoints,7724
Description Time,13.9754,,Matched Keypoints,565

Image #6
Detection Time,12.2398,,Keypoints,7612
Description Time,14.3883,,Matched Keypoints,633

Image #7
Detection Time,12.7819,,Keypoints,7534
Description Time,14.711,,Matched Keypoints,570

Image #8
Detection Time,12.8251,,Keypoints,7622
Description Time,13.8291,,Matched Keypoints,572

Image #9
Detection Time,13.9997,,Keypoints,7635
Description Time,13.9251,,Matched Keypoints,586

