Image #0
Detection Time,105.218,,Keypoints,1351
Description Time,80.0201,,Matched Keypoints,0

Image #1
Detection Time,88.3959,,Keypoints,1327
Description Time,56.1733,,Matched Keypoints,151

Image #2
Detection Time,67.7562,,Keypoints,1311
Description Time,59.5495,,Matched Keypoints,143

Image #3
Detection Time,67.2821,,Keypoints,1351
Description Time,58.0051,,Matched Keypoints,140

Image #4
Detection Time,71.1666,,Keypoints,1360
Description Time,60.2651,,Matched Keypoints,139

Image #5
Detection Time,69.0287,,Keypoints,1347
Description Time,59.0472,,Matched Keypoints,145

Image #6
Detection Time,68.9123,,Keypoints,1363
Description Time,58.1951,,Matched Keypoints,149

Image #7
Detection Time,67.0748,,Keypoints,1331
Description Time,57.832,,Matched Keypoints,159

Image #8
Detection Time,67.0345,,Keypoints,1358
Description Time,58.3441,,Matched Keypoints,163

Image #9
Detection Time,66.4863,,Keypoints,1331
Description Time,58.2275,,Matched Keypoints,161

