Image #0
Detection Time,15.7302,,Keypoints,7822
Description Time,8.80694,,Matched Keypoints,0

Image #1
Detection Time,14.2281,,Keypoints,7684
Description Time,8.16399,,Matched Keypoints,621

Image #2
Detection Time,14.3473,,Keypoints,7612
Description Time,8.15703,,Matched Keypoints,616

Image #3
Detection Time,14.9884,,Keypoints,7783
Description Time,8.21707,,Matched Keypoints,595

Image #4
Detection Time,15.6589,,Keypoints,7797
Description Time,7.94793,,Matched Keypoints,632

Image #5
Detection Time,14.7612,,Keypoints,7724
Description Time,8.19727,,Matched Keypoints,614

Image #6
Detection Time,12.7669,,Keypoints,7612
Description Time,7.99883,,Matched Keypoints,641

Image #7
Detection Time,16.0785,,Keypoints,7534
Description Time,7.91591,,Matched Keypoints,546

Image #8
Detection Time,29.9093,,Keypoints,7622
Description Time,7.79328,,Matched Keypoints,563

Image #9
Detection Time,12.8883,,Keypoints,7635
Description Time,7.72073,,Matched Keypoints,553

