Image #0
Detection Time,1.26283,,Keypoints,1824
Description Time,41.8554,,Matched Keypoints,0

Image #1
Detection Time,1.564,,Keypoints,1832
Description Time,48.7735,,Matched Keypoints,97

Image #2
Detection Time,1.19758,,Keypoints,1810
Description Time,45.3991,,Matched Keypoints,98

Image #3
Detection Time,2.48975,,Keypoints,1817
Description Time,39.2447,,Matched Keypoints,94

Image #4
Detection Time,1.21789,,Keypoints,1793
Description Time,35.1872,,Matched Keypoints,99

Image #5
Detection Time,1.21275,,Keypoints,1796
Description Time,35.1016,,Matched Keypoints,88

Image #6
Detection Time,1.37529,,Keypoints,1788
Description Time,37.5244,,Matched Keypoints,99

Image #7
Detection Time,1.30172,,Keypoints,1695
Description Time,37.4613,,Matched Keypoints,104

Image #8
Detection Time,1.22044,,Keypoints,1749
Description Time,35.5091,,Matched Keypoints,99

Image #9
Detection Time,1.82971,,Keypoints,1770
Description Time,37.8405,,Matched Keypoints,103

