Image #0
Detection Time,19.7224,,Keypoints,7822
Description Time,4.96162,,Matched Keypoints,0

Image #1
Detection Time,21.059,,Keypoints,7684
Description Time,4.44233,,Matched Keypoints,400

Image #2
Detection Time,15.4278,,Keypoints,7612
Description Time,3.7907,,Matched Keypoints,421

Image #3
Detection Time,12.7571,,Keypoints,7783
Description Time,2.74822,,Matched Keypoints,370

Image #4
Detection Time,12.8471,,Keypoints,7797
Description Time,2.67061,,Matched Keypoints,367

Image #5
Detection Time,12.8737,,Keypoints,7724
Description Time,2.62215,,Matched Keypoints,357

Image #6
Detection Time,12.8947,,Keypoints,7612
Description Time,2.59731,,Matched Keypoints,445

Image #7
Detection Time,13.1357,,Keypoints,7534
Description Time,2.71652,,Matched Keypoints,429

Image #8
Detection Time,14.8359,,Keypoints,7622
Description Time,2.58969,,Matched Keypoints,418

Image #9
Detection Time,12.8092,,Keypoints,7635
Description Time,2.58641,,Matched Keypoints,432

